0 [0.07, 0.0] [0.01, 0.16] [0.0, 0.13]
1 [0.21, 0.0] [0.01, 0.32] [0.0, 0.25]
2 [0.35, 0.0] [0.01, 0.47] [0.0, 0.38]
3 [0.43, 0.0] [0.01, 0.56] [0.0, 0.5]
4 [0.49, 0.0] [0.01, 0.61] [0.0, 0.61]
5 [0.57, 0.0] [0.01, 0.67] [0.0, 0.73]
6 [0.67, 0.0] [0.01, 0.74] [0.0, 0.87]
7 [0.78, 0.0] [0.01, 0.81] [0.0, 1.02]
8 [0.9, 0.0] [0.01, 0.89] [0.0, 1.18]
9 [1.02, 0.0] [0.01, 0.97] [0.0, 1.34]
10 [1.15, 0.0] [0.01, 1.06] [0.0, 1.5]
11 [1.29, 0.0] [0.01, 1.15] [0.0, 1.66]
12 [1.43, 0.0] [0.01, 1.25] [0.0, 1.81]
13 [1.58, 0.0] [0.01, 1.35] [0.0, 1.95]
14 [1.73, 0.0] [0.01, 1.45] [0.0, 2.08]
15 [1.88, 0.0] [0.01, 1.55] [0.01, 2.2]
16 [2.04, 0.0] [0.01, 1.65] [0.03, 2.3]
17 [2.2, 0.0] [0.01, 1.75] [0.06, 2.39]
18 [2.36, 0.0] [0.01, 1.85] [0.09, 2.48]
19 [2.52, 0.0] [-0.0, 1.95] [0.12, 2.56]
20 [2.68, 0.0] [0.01, 2.04] [0.15, 2.62]
21 [2.83, 0.0] [0.03, 2.12] [0.18, 2.67]
22 [2.98, 0.0] [0.06, 2.19] [0.21, 2.71]
23 [3.13, 0.0] [0.09, 2.25] [0.24, 2.75]
24 [3.27, 0.0] [0.12, 2.3] [0.27, 2.78]
25 [3.4, 0.0] [0.15, 2.34] [0.3, 2.81]
26 [3.53, 0.0] [0.18, 2.38] [0.33, 2.83]
27 [3.65, 0.0] [0.21, 2.41] [0.36, 2.85]
28 [3.76, 0.0] [0.24, 2.44] [0.38, 2.87]
29 [3.87, 0.0] [0.27, 2.46] [0.4, 2.89]
30 [3.98, 0.0] [0.3, 2.48] [0.42, 2.9]
31 [4.08, 0.0] [0.33, 2.5] [0.44, 2.91]
32 [4.18, 0.0] [0.36, 2.52] [0.46, 2.92]
33 [4.28, 0.0] [0.39, 2.54] [0.48, 2.93]
34 [4.38, 0.0] [0.42, 2.56] [0.51, 2.94]
35 [4.49, 0.0] [0.45, 2.58] [0.54, 2.95]
36 [4.61, 0.0] [0.48, 2.61] [0.57, 2.97]
37 [4.74, 0.0] [0.51, 2.64] [0.6, 2.99]
38 [4.88, 0.0] [0.54, 2.68] [0.63, 3.01]
39 [5.03, 0.0] [0.57, 2.72] [0.66, 3.04]
40 [5.2, 0.0] [0.59, 2.77] [0.69, 3.08]
41 [5.38, 0.0] [0.61, 2.83] [0.72, 3.13]
42 [5.58, 0.0] [0.62, 2.9] [0.75, 3.19]
43 [5.79, 0.0] [0.62, 2.98] [0.78, 3.26]
44 [6.01, 0.0] [0.61, 3.07] [0.8, 3.34]
45 [6.23, 0.0] [0.58, 3.17] [0.81, 3.43]
46 [6.45, 0.0] [0.54, 3.27] [0.81, 3.52]
47 [6.66, 0.0] [0.49, 3.37] [0.81, 3.62]
48 [6.87, 0.0] [0.43, 3.47] [0.8, 3.72]
49 [7.07, 0.0] [0.36, 3.57] [0.79, 3.83]
50 [7.27, 0.0] [0.29, 3.67] [0.77, 3.94]
51 [7.46, 0.0] [0.21, 3.77] [0.74, 4.05]
52 [7.65, 0.0] [0.12, 3.87] [0.71, 4.16]
53 [7.83, 0.0] [0.02, 3.97] [0.67, 4.28]
54 [8.01, 0.0] [0.02, 4.06] [0.63, 4.4]
55 [8.17, 0.0] [0.02, 4.14] [0.58, 4.52]
56 [8.32, 0.0] [0.02, 4.21] [0.52, 4.64]
57 [8.45, 0.0] [0.02, 4.27] [0.45, 4.76]
58 [8.56, 0.0] [0.02, 4.31] [0.37, 4.88]
59 [8.64, 0.0] [0.02, 4.33] [0.28, 5.01]
60 [8.68, 0.0] [0.02, 4.33] [0.18, 5.14]
61 [8.66, 0.0] [0.02, 4.28] [0.06, 5.28]
62 [8.52, 0.0] [0.02, 4.16] [0.06, 5.42]
63 [8.1, 0.0] [0.02, 3.89] [0.06, 5.5]
64 [7.36, 0.19] [0.18, 3.46] [0.06, 5.23]
65 [6.73, 0.74] [0.5, 2.99] [0.06, 4.71]
66 [6.44, 0.14] [0.28, 2.7] [0.06, 4.81]
67 [6.38, 0.14] [0.03, 2.8] [0.1, 5.08]
68 [6.09, 0.14] [0.03, 2.77] [0.03, 5.38]
69 [5.72, 0.14] [0.03, 2.76] [0.03, 5.7]
70 [5.23, 0.14] [0.03, 2.7] [0.03, 6.02]
71 [4.81, 0.14] [0.03, 2.76] [0.03, 6.37]
72 [4.45, 0.14] [0.03, 2.85] [0.03, 6.72]
73 [4.29, 0.14] [0.03, 3.01] [0.03, 7.05]
74 [4.32, 0.14] [0.03, 3.19] [0.06, 7.31]
75 [4.48, 0.14] [0.03, 3.36] [0.14, 7.47]
76 [4.66, 0.14] [0.01, 3.5] [0.22, 7.57]
77 [4.83, 0.0] [0.01, 3.61] [0.29, 7.64]
78 [4.99, 0.0] [0.02, 3.7] [0.35, 7.69]
79 [5.16, 0.0] [0.03, 3.79] [0.41, 7.75]
80 [5.33, 0.0] [0.03, 3.88] [0.47, 7.81]
81 [5.5, 0.0] [0.03, 3.97] [0.53, 7.87]
82 [5.67, 0.0] [0.03, 4.06] [0.59, 7.93]
83 [5.84, 0.0] [0.03, 4.15] [0.66, 7.99]
84 [6.0, 0.0] [0.03, 4.23] [0.73, 8.04]
85 [6.16, 0.0] [0.03, 4.31] [0.8, 8.09]
86 [6.33, 0.0] [0.03, 4.39] [0.87, 8.14]
87 [6.5, 0.0] [0.03, 4.47] [0.94, 8.19]
88 [6.67, 0.0] [0.03, 4.55] [1.01, 8.25]
89 [6.84, 0.0] [0.03, 4.63] [1.08, 8.3]
90 [7.01, 0.0] [0.02, 4.71] [1.15, 8.36]
91 [7.18, 0.0] [0.01, 4.79] [1.23, 8.42]
92 [7.35, 0.0] [0.0, 4.87] [1.31, 8.47]
93 [7.52, 0.0] [0.0, 4.95] [1.39, 8.52]
94 [7.69, 0.0] [0.0, 5.03] [1.47, 8.57]
95 [7.86, 0.0] [0.0, 5.11] [1.55, 8.62]
96 [8.03, 0.0] [0.0, 5.19] [1.63, 8.67]
97 [8.2, 0.0] [0.0, 5.27] [1.71, 8.72]
98 [8.37, 0.0] [0.0, 5.35] [1.79, 8.77]
99 [8.54, 0.0] [0.0, 5.43] [1.87, 8.82]
